Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
Q9H4L5 (gene OSBPL3):  Oxysterol-binding protein-related protein 3 OS=Homo sapiens (Human) OX=9606 GN,OSBPL3,3,0.047619047619047616,3003.3015873015875,13546.074314049198,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0183501544346312,0.30851158133872325,0.47881896312872607,3728.5,1.003835204520809,0.3184111384179312,0.6339875847817363,2996.0,693.0,0.31924652446294033,0.4856258962126216,3828.0,0.30851158133872325,1.0,False,2996.0
Q9NPH2 (gene ISYNA1):  Inositol-3-phosphate synthase 1,ISYNA1,12,0.19047619047619047,55233.079365079364,181025.83538779995,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.1602468994692865,0.03075356125927459,0.10881985321665531,1665.0,1.381451451238025,0.1708928681809887,0.6004224641126419,1679.0,787.5,0.03313451422742705,0.10904209422562475,1791.5,0.03075356125927459,0.2834331819868675,False,1665.0
"Q9NRX2 (gene MRPL17):  39S ribosomal protein L17, mitochondrial",MRPL17,2,0.031746031746031744,9241.15873015873,69832.12887521506,False,1,0.047619047619047616,528.8571428571429,2365.1210436297774,False,-1.0,17.47382792782126,4.127123783711005,1.0,-0.3394500514782104,0.7342707187401742,0.8620356408611465,5053.0,0.5647698918131874,0.5737720900697014,0.7054432509979426,4852.0,652.0,0.7724562973912604,0.8978130275153439,5124.0,0.5737720900697014,1.0,False,4852.0
P12235 (gene SLC25A4):  ADP/ATP translocase 1,SLC25A4,2,0.031746031746031744,4563.222222222223,29584.93496801588,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.6983577070188294,0.4869293392315661,0.7000404880956663,4112.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,4112.0
Q9UBI6 (gene GNG12):  Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,20,0.31746031746031744,1193352.857142857,2949338.5622787047,False,6,0.2857142857142857,273204.7619047619,749316.5475133485,False,1.0,4.367979711695096,2.126966155272223,1.0,0.27252625016533305,0.7852174101173814,0.9170124996209584,5099.5,1.397614703093399,0.16599860759905596,0.6004224641126419,1634.0,708.5,0.5575670430351595,0.7079667744223801,4537.0,0.16599860759905596,0.9074658151520781,False,1634.0
Q8WXE9 (gene STON2):  Stonin-2,STON2,2,0.031746031746031744,1155.6476190476192,8351.335126998962,False,1,0.047619047619047616,306.65714285714284,1371.4124344288712,False,-1.0,3.7685331719713044,1.9140030918463584,1.0,-0.3394500514782104,0.7342707187401742,0.8620356408611465,5053.0,0.4582269821002135,0.6480014484944802,0.7755218940256908,4985.0,651.0,0.747988567929539,0.8756867732079338,5088.5,0.6480014484944802,1.0,False,4985.0
O00399 (gene DCTN6):  Dynactin subunit 6,DCTN6,7,0.1111111111111111,226949.3650793651,917774.440911313,False,2,0.09523809523809523,121047.61904761905,378179.79676974716,False,1.0,1.8748767374615636,0.9067957496893356,1.0,0.2036700308869262,0.8386113631746286,0.9638134064149171,5182.5,0.5082637495245433,0.6126330351760276,0.7410723211395338,4932.0,671.0,0.862520974377906,0.983712508724639,5231.0,0.6126330351760276,1.0,False,4932.0
O00291 (gene HIP1):  Huntingtin-interacting protein 1,HIP1,17,0.2698412698412698,50369.04761904762,115975.95619583144,False,1,0.047619047619047616,7450.476190476191,33319.54245329686,False,1.0,6.760513868452186,2.757132910307994,1.0,2.149308870201912,0.03160992383916588,0.10881985321665531,1715.0,1.6529530743463805,0.1021643646033113,0.6004224641126419,963.0,809.0,0.03434235781535221,0.11183761284191665,1831.0,0.03160992383916588,0.2868937205240319,False,963.0
Q96RF0 (gene SNX18):  Sorting nexin-18,SNX18,17,0.2698412698412698,188067.68253968254,530910.5754287532,False,1,0.047619047619047616,9707.619047619048,43413.79218029593,False,1.0,19.37320383069997,4.275990653291569,1.0,2.149308870201912,0.03160992383916588,0.10881985321665531,1715.0,1.5193915635335984,0.13251048275445876,0.6004224641126419,1279.0,811.0,0.03196737648308192,0.10823914193987896,1761.5,0.03160992383916588,0.2868937205240319,False,1279.0
O95456 (gene PSMG1):  Proteasome assembly chaperone 1,PSMG1,18,0.2857142857142857,143624.07936507938,403326.1078611085,False,2,0.09523809523809523,125071.42857142857,385498.26402284333,False,1.0,1.1483364426585008,0.1995453885671273,1.0,1.7748239349298849,0.07592696298255763,0.19737702011064873,2287.0,0.1823483196101395,0.8557594353434348,0.9756278981958594,5233.0,773.5,0.12301503887243731,0.26182936921618305,2803.0,0.07592696298255763,0.5327090487894224,False,2287.0
O60925 (gene PFDN1):  Prefoldin subunit 1,PFDN1,29,0.4603174603174603,4402636.571428572,10449367.720929788,False,6,0.2857142857142857,876327.619047619,2174581.786890363,False,1.0,5.023961901609667,2.3288255238300164,1.0,1.4055284429998678,0.1598641975479732,0.31749327648841813,3001.0,1.517032648345853,0.13310436028062786,0.6004224641126419,1285.0,798.0,0.11660635093965861,0.25132712778396077,2768.0,0.11660635093965861,0.7066587194187045,False,1285.0
Q16513 (gene PKN2):  Serine/threonine-protein kinase N2,PKN2,18,0.2857142857142857,269951.02698412695,697813.2690292372,False,2,0.09523809523809523,68611.42857142857,270160.65404347336,False,1.0,3.9344906905583152,1.9761768947514924,1.0,1.7748239349298849,0.07592696298255763,0.19737702011064873,2287.0,1.2749113958102616,0.20594123972840647,0.6053425319889771,2023.0,786.5,0.08505976251845937,0.21039243083960557,2412.0,0.07592696298255763,0.5327090487894224,False,2023.0
"Q9BV79 (gene MECR):  Enoyl-[acyl-carrier-protein] reductase, mitochondrial",MECR,5,0.07936507936507936,54106.98412698413,221236.6190349501,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.3312219569756867,0.1831159886959185,0.34376022295778785,3106.5,1.1073202575373098,0.27139317248942674,0.6262589876465079,2584.0,714.0,0.1902356367628555,0.3467246554512385,3201.5,0.1831159886959185,0.94613451665114,False,2584.0
"O76013 (gene KRT36):  Keratin, type I cuticular Ha6",KRT36,22,0.3492063492063492,2135221.2396825394,14629180.750053694,False,5,0.23809523809523808,208222.38095238095,544801.1838399203,False,1.0,10.254523216505701,3.358188510237706,1.0,0.9441864112595972,0.3450743979952372,0.5290963398713917,3886.5,0.5962632188628474,0.5526418887096161,0.7000404880956663,4408.0,707.0,0.5750759460424123,0.7079667744223801,4549.0,0.3450743979952372,1.0,False,3886.5
P04424 (gene ASL):  Argininosuccinate lyase,ASL,37,0.5873015873015873,712987.5079365079,1200037.1047294962,False,5,0.23809523809523808,523209.5238095238,1390095.8301549065,False,1.0,1.3627189022551331,0.44648799783916826,1.0,2.7717394687343333,0.005575764332991238,0.03766819301693347,867.0,0.5951848908644728,0.5533589109829495,0.7000404880956663,4410.0,858.0,0.03043268286649938,0.1044056273614349,1738.5,0.005575764332991238,0.09155507342374053,False,867.0
Q16864 (gene ATP6V1F):  V-type proton ATPase subunit F,ATP6V1F,26,0.4126984126984127,4459446.031746032,12039710.532627651,False,2,0.09523809523809523,160172.38095238095,556091.2169257398,False,1.0,27.841541751470736,4.79916719887624,1.0,2.6726124191242437,0.007526315166457887,0.0452035976871062,973.5,1.6162242279688286,0.10988692856745624,0.6004224641126419,1038.0,873.5,0.00920468614397771,0.048044757248443586,1143.0,0.007526315166457887,0.10989336776363429,False,973.5
Q9ULJ6 (gene ZMIZ1):  Zinc finger MIZ domain-containing protein 1,ZMIZ1,1,0.015873015873015872,398.968253968254,3141.4791732267736,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895452,0.5668538648299888,0.7000404880956663,4474.5,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4474.5
P48730 (gene CSNK1D):  Casein kinase I isoform delta,CSNK1D,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q9BTL3;A0A3B3IU46 (gene RAMAC):  RNA guanine-N7 methyltransferase activating subunit; RNA guanine-7 methyltransferase-activating subunit-like (pseudogene),RAMAC,10,0.15873015873015872,316619.3015873016,1068366.8681588029,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9451950503185496,0.05175150734689501,0.15246888534892647,1991.0,1.341818902987045,0.1833586571141006,0.6004224641126419,1812.0,766.5,0.05494809543522202,0.1526876280235373,2117.5,0.05175150734689501,0.405893285931081,False,1812.0
Q96S59 (gene RANBP9):  Ran-binding protein 9,RANBP9,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q5T9A4 (gene ATAD3B):  ATPase family AAA domain-containing protein 3B,ATAD3B,23,0.36507936507936506,271674.44444444444,467247.6252252756,False,5,0.23809523809523808,132872.38095238095,291044.4945512915,False,1.0,2.0446269006029403,1.031837607099543,1.0,1.0690449676496974,0.28504940740261286,0.47344230639309254,3588.0,1.2656542637329433,0.20922122642519325,0.6072902937883674,2053.0,756.0,0.24707143178150026,0.41167390680910493,3575.0,0.20922122642519325,1.0,False,2053.0
Q5VSL9 (gene STRIP1):  Striatin-interacting protein 1,STRIP1,1,0.015873015873015872,218.52380952380952,1720.658196849534,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895445,0.5668538648299895,0.7000404880956663,4791.0,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4688.0
A0A0A0MS15 (gene IGHV3-49):  Immunoglobulin heavy variable 3-49,IGHV3-49,36,0.5714285714285714,5949332.857142857,16679765.017725743,False,4,0.19047619047619047,465059.1904761905,1264413.5881426511,False,1.0,12.792635817041553,3.6772416451422676,1.0,3.0271498746570784,0.0024687152258023645,0.024712005095867295,589.5,1.487272601988497,0.14077816890316805,0.6004224641126419,1355.0,932.5,0.002531216347881446,0.026608400909058437,567.0,0.0024687152258023645,0.059548605271443025,False,567.0
O14933 (gene UBE2L6):  Ubiquitin/ISG15-conjugating enzyme E2 L6,UBE2L6,32,0.5079365079365079,6201245.555555556,15508157.278727084,False,3,0.14285714285714285,406528.5714285714,1134391.281761304,False,1.0,15.254144459634576,3.93112936241752,1.0,2.9388321989997235,0.0032945138765825797,0.028609999690963134,683.5,1.6902930916714642,0.09477021071261824,0.6004224641126419,857.0,906.0,0.00487331065494733,0.03443694533040913,841.0,0.0032945138765825797,0.06891516793815895,False,683.5
Q9NZ32 (gene ACTR10):  Actin-related protein 10,ACTR10,11,0.1746031746031746,362743.5714285714,2741275.807628727,False,2,0.09523809523809523,30177.285714285714,126681.62951616444,False,1.0,12.020417437504353,3.5874150928133552,1.0,0.8708596517490176,0.38383078979292773,0.5641269271397509,3947.0,0.5490955089455638,0.584432090587553,0.7144921828781435,4880.0,712.0,0.41187701935196863,0.5760775829575202,4089.0,0.38383078979292773,1.0,False,3947.0
Q96RW7 (gene HMCN1):  Hemicentin-1,HMCN1,14,0.2222222222222222,345205.1904761905,989109.7132116891,False,1,0.047619047619047616,1760.6190476190477,7873.7277459142615,False,1.0,196.07034852142164,7.615227564797023,1.0,1.8092622672489527,0.07041026805837662,0.18694599877003779,2231.0,1.5721158031002966,0.11977449250217403,0.6004224641126419,1151.0,784.0,0.05908592757930976,0.16088847281522686,2190.0,0.05908592757930976,0.4477222403956334,False,1151.0
Q9NPR2 (gene SEMA4B):  Semaphorin-4B,SEMA4B,11,0.1746031746031746,24648.365079365078,77839.87478462285,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.0540637970111297,0.039969517435065806,0.12841041519526258,1834.0,1.4337152997525164,0.15545576832577807,0.6004224641126419,1531.0,777.0,0.042727573386149006,0.13032346770028885,1933.0,0.039969517435065806,0.34065448716800373,False,1531.0
P57772 (gene EEFSEC):  Selenocysteine-specific elongation factor,EEFSEC,8,0.12698412698412698,21369.5873015873,78065.65852926279,False,1,0.047619047619047616,5526.190476190476,24713.875122747675,False,1.0,3.866965387782223,1.9512018512843308,1.0,1.018350154434631,0.30851158133872325,0.47881896312872607,3728.5,0.9039188777150914,0.3686863572000164,0.6508820962733946,3377.0,713.0,0.32645773464739813,0.4949547255162331,3934.5,0.30851158133872325,1.0,False,3377.0
P40199 (gene CEACAM6):  Carcinoembryonic antigen-related cell adhesion molecule 6,CEACAM6,30,0.47619047619047616,787267.9206349206,1431181.2319656361,False,1,0.047619047619047616,21353.333333333332,95495.00975909104,False,1.0,36.86861944730184,5.204321490331272,1.0,3.524714930004512,0.00042393874394757727,0.010157504202374481,246.0,2.421255492719689,0.017674046151198903,0.6004224641126419,79.0,951.0,0.000560975215420229,0.019624913836310803,162.0,0.00042393874394757727,0.027491505939035286,True,79.0
Q96B26 (gene EXOSC8):  Exosome complex component RRP43 OS=Homo sapiens (Human) OX=9606 GN=E,EXOSC8,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q14790 (gene CASP8):  Caspase-8,CASP8,12,0.19047619047619047,77486.28571428571,282443.0065331866,False,2,0.09523809523809523,10029.885714285714,43123.93605450056,False,1.0,7.725540241819037,2.9496358232359077,1.0,1.0141851056742197,0.3104944343172349,0.4795262218836716,3854.0,1.0771803571213616,0.28455852149895905,0.6268024570767433,2708.0,730.5,0.27565467176212555,0.45093385569861283,3647.0,0.27565467176212555,1.0,False,2708.0
O43293 (gene DAPK3):  Death-associated protein kinase 3,DAPK3,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q8N6T3 (gene ARFGAP1):  ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,1,0.015873015873015872,4157.619047619048,32737.125118093874,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895447,0.5668538648299892,0.7000404880956663,4636.5,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4636.5
Q9UPV0 (gene CEP164):  Centrosomal protein of 164 kDa,CEP164,1,0.015873015873015872,1219.4444444444443,9601.91515747551,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895449,0.5668538648299892,0.7000404880956663,4636.5,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4636.5
"P11217 (gene PYGM):  Glycogen phosphorylase, muscle form",PYGM,17,0.2698412698412698,50440.47777777778,165072.51539466248,False,1,0.047619047619047616,160319.04761904763,716968.5771284326,False,1.0,0.3146256076652883,-1.6682919970891843,-1.0,2.149308870201912,0.03160992383916588,0.10881985321665531,1715.0,-1.1163584887516353,0.26752932991165473,0.6248494325544277,2553.0,800.0,0.046980492847240755,0.13979332684620369,2005.0,0.03160992383916588,0.2868937205240319,False,1715.0
Q9NQT4 (gene EXOSC5):  Exosome complex component RRP46 OS=Homo sapiens (Human) OX=9606 GN=E,EXOSC5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q96JM3 (gene CHAMP1):  Chromosome alignment-maintaining phosphoprotein 1,CHAMP1,10,0.15873015873015872,260828.60952380954,725337.0502809171,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9451950503185496,0.05175150734689501,0.15246888534892647,1991.0,1.6281420571086274,0.10733118510497026,0.6004224641126419,1011.0,766.5,0.05494809543522202,0.1526876280235373,2117.5,0.05175150734689501,0.405893285931081,False,1011.0
Q6PL18 (gene ATAD2):  ATPase family AAA domain-containing protein 2,ATAD2,14,0.2222222222222222,29616.174603174604,88162.60080993918,False,1,0.047619047619047616,32406.666666666668,144927.0191816864,False,1.0,0.9138914195307769,-0.12990532764549403,-1.0,1.8092622672489527,0.07041026805837662,0.18694599877003779,2231.0,-0.10394647945518147,0.9174656379737909,1.0,5292.0,770.0,0.09473176473833936,0.2192279706861647,2578.0,0.07041026805837662,0.5048890135051382,False,2231.0
"Q9NXA8 (gene SIRT5):  NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q99627 (gene COPS8):  COP9 signalosome complex subunit 8,COPS8,33,0.5238095238095238,2232746.888888889,5437932.182374377,False,5,0.23809523809523808,1729633.6666666667,4308839.163648331,False,1.0,1.2908784859573914,0.36835320207227945,1.0,2.2781420829514603,0.022718113649354704,0.0891685960737172,1510.5,0.3809299259513954,0.7042403763031133,0.8318151029547365,5051.0,839.0,0.04550755193925917,0.13691278611680294,1983.0,0.022718113649354704,0.23076549267658938,False,1510.5
Q9GZU8 (gene PSME3IP1):  PSME3-interacting protein,PSME3IP1,3,0.047619047619047616,64951.5873015873,382242.69827114744,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0183501544346312,0.30851158133872325,0.47881896312872607,3728.5,0.7693562767966997,0.44389235403153415,0.6802608245261038,3892.0,693.0,0.31924652446294033,0.4856258962126216,3828.0,0.30851158133872325,1.0,False,3728.5
P57105 (gene SYNJ2BP):  Synaptojanin-2-binding protein,SYNJ2BP,5,0.07936507936507936,238241.74603174604,1156924.4786584703,False,2,0.09523809523809523,312895.2380952381,966144.0740811311,False,-1.0,0.7614105841983742,-0.3932534702664428,-1.0,-0.2279211529192759,0.8197075378297883,0.9455481768547024,5162.0,-0.26316930147771916,0.7930802328795861,0.917138334824503,5159.0,650.0,0.8126133579050661,0.9366405126085053,5175.5,0.7930802328795861,1.0,False,5159.0
Q9Y6R6 (gene ZNF780B):  Zinc finger protein 780B,ZNF780B,24,0.38095238095238093,784026.3968253968,2037824.9224650448,False,1,0.047619047619047616,33402.380952380954,149379.98883973595,False,1.0,23.4721709784595,4.5528793800807135,1.0,2.8933588480741226,0.0038114556207060175,0.030259304969590676,723.0,1.666264428455843,0.09947650767177127,0.6004224641126419,926.0,880.0,0.005342518276272124,0.035740155589046654,890.0,0.0038114556207060175,0.07336178761116197,False,723.0
Q53RD9 (gene FBLN7):  Fibulin-7,FBLN7,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q08426 (gene EHHADH):  Peroxisomal bifunctional enzyme,EHHADH,3,0.047619047619047616,16592.777777777777,119148.31233189127,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0183501544346312,0.30851158133872325,0.47881896312872607,3728.5,0.6305334517486432,0.5300990048285803,0.7000404880956663,4309.0,693.0,0.31924652446294033,0.4856258962126216,3828.0,0.30851158133872325,1.0,False,3728.5
Q96S97 (gene MYADM):  Myeloid-associated differentiation marker,MYADM,7,0.1111111111111111,114622.38095238095,443944.8917563454,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.5954480704349312,0.11061207374852304,0.2487416630168445,2610.0,1.1690074874696204,0.24578772815969477,0.6166398596302519,2378.0,735.0,0.11567489497511718,0.2497357690873285,2720.0,0.11061207374852304,0.6772955511293415,False,2378.0
Q9UL45 (gene BLOC1S6):  Biogenesis of lysosome-related organelles complex 1 subunit 6,BLOC1S6,4,0.06349206349206349,121816.50793650794,707604.8927441248,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,0.7794571567122701,0.4379543343067043,0.679011319769698,3848.0,703.5,0.24535003058266547,0.41001632561797824,3488.0,0.2367235706378572,1.0,False,3387.5
"P45954 (gene ACADSB):  Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,3,0.047619047619047616,13781.746031746032,67053.51095857701,False,1,0.047619047619047616,4768.571428571428,21325.699739697986,False,0.0,2.8901204973634322,1.531129644049363,1.0,0.0,1.0,1.0,5611.5,0.5985941542124036,0.5510935469140521,0.7000404880956663,4400.0,663.0,0.977667570741645,1.0,5313.0,0.5510935469140521,1.0,False,4400.0
Q9Y314 (gene NOSIP):  Nitric oxide synthase-interacting protein OS=Homo sapiens (Human) OX=9606 GN=,NOSIP,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q15154 (gene PCM1):  Pericentriolar material 1 protein,PCM1,6,0.09523809523809523,16916.77619047619,75800.9056172452,False,1,0.047619047619047616,1211.6190476190477,5418.525106619491,False,1.0,13.9621246544095,3.8034465919611664,1.0,0.6837634587578276,0.4941245444092638,0.6638025291478649,4429.0,0.937292775007898,0.3513604299103874,0.6418387703954949,3265.0,695.0,0.4769801632988183,0.6378981515894979,4457.5,0.3513604299103874,1.0,False,3265.0
O14907 (gene TAX1BP3):  Tax1-binding protein 3,TAX1BP3,29,0.4603174603174603,5647660.0,15729591.176590983,False,4,0.19047619047619047,812440.4761904762,1985851.1865563828,False,1.0,6.9514754194360915,2.7973192158788636,1.0,2.1927336381970353,0.028326575664195375,0.10329850269718191,1632.0,1.3881137273641633,0.1688623466307429,0.6004224641126419,1659.0,855.0,0.023644109836398114,0.0873441233956354,1614.5,0.023644109836398114,0.23354430345025023,False,1614.5
Q9Y2D4 (gene EXOC6B):  Exocyst complex component 6B,EXOC6B,2,0.031746031746031744,1433.6349206349207,8816.16780351491,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.7362675395457223,0.46366900245435383,0.6931218413036019,3991.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,3991.0
Q92626 (gene PXDN):  Peroxidasin homolog,PXDN,15,0.23809523809523808,54355.54126984127,225302.63420789884,False,1,0.047619047619047616,1172.857142857143,5245.176598649508,False,1.0,46.34455402734189,5.534327911853347,1.0,1.9250668437592435,0.054220996309176414,0.15695413099492794,2046.5,1.06866524795865,0.28835644025251583,0.6285475054974459,2737.0,792.0,0.050019846517231445,0.14585454756686353,2045.5,0.050019846517231445,0.4054597884807103,False,2045.5
"Q9NVH6 (gene TMLHE):  Trimethyllysine dioxygenase, mitochondrial",TMLHE,1,0.015873015873015872,930.2222222222222,7324.577102358544,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895446,0.5668538648299895,0.7000404880956663,4791.0,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4688.0
P42331 (gene ARHGAP25):  Rho GTPase-activating protein 25,ARHGAP25,19,0.30158730158730157,113808.57301587301,267508.518983368,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.8608766811268507,0.004224713477804807,0.032438404901651834,768.5,1.926257273220967,0.05753718249856837,0.6004224641126419,400.0,861.0,0.005016041818995228,0.03443694533040913,860.5,0.004224713477804807,0.07787221609243093,False,400.0
Q9H2K8 (gene TAOK3):  Serine/threonine-protein kinase TAO3,TAOK3,5,0.07936507936507936,87937.61904761905,453416.8808611856,False,1,0.047619047619047616,1326.5714285714287,5932.607782589443,False,1.0,66.28939617373547,6.050706206385675,1.0,0.4891995904702285,0.6247003994441909,0.7507982641184614,4943.5,0.8648487179067452,0.38964488856328106,0.6626037044957532,3507.0,685.0,0.5946444709097933,0.7203348047609801,4921.5,0.38964488856328106,1.0,False,3507.0
Q86Y07 (gene VRK2):  Serine/threonine-protein kinase VRK2,VRK2,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
P35442 (gene THBS2):  Thrombospondin-2,THBS2,14,0.2222222222222222,85713.80952380953,340394.5281987451,False,1,0.047619047619047616,7597.142857142857,33975.4557266968,False,1.0,11.282374324702708,3.495998803228325,1.0,1.8092622672489527,0.07041026805837662,0.18694599877003779,2231.0,1.0373329022486402,0.302630045291356,0.630987852821247,2854.0,776.0,0.07776912186447192,0.19506482367387484,2375.5,0.07041026805837662,0.5048890135051382,False,2231.0
O15212 (gene PFDN6):  Prefoldin subunit 6,PFDN6,31,0.49206349206349204,5562653.619047619,14650824.691362021,False,3,0.14285714285714285,95055.23809523809,347113.25124064053,False,1.0,58.52022182529011,5.870863333017888,1.0,2.8234313708468908,0.004751259685565842,0.03503833780480323,803.0,1.6895491821094843,0.09491313971635143,0.6004224641126419,860.0,919.0,0.0028035367311913333,0.0271882296823563,615.0,0.0028035367311913333,0.06408390857581416,False,615.0
Q96KC8 (gene DNAJC1):  DnaJ homolog subfamily C member 1,DNAJC1,1,0.015873015873015872,10623.809523809523,83651.95984247784,False,1,0.047619047619047616,2193.4761904761904,9809.523737864076,False,-1.0,4.843366691233513,2.276010233498578,1.0,-0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.45525264681388267,0.6501306279045658,0.7779140244842839,4986.0,641.0,0.4340463960456784,0.5879929152607897,4395.5,0.4085806993246499,1.0,False,4163.5
Q9BV44 (gene THUMPD3):  THUMP domain-containing protein 3,THUMPD3,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q9BZF9 (gene UACA):  Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA,4,0.06349206349206349,2446.6666666666665,10215.81715259421,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,1.0843728230630754,0.2813774950229289,0.6267780818264793,2677.0,703.5,0.24535003058266547,0.41001632561797824,3488.0,0.2367235706378572,1.0,False,2677.0
